anime_id,title,genre,Score
2252,Devilman,"Action, Horror, Supernatural",8.2
2253,Mazinger Z,"Drama, Sci-Fi",6.48
2254,Sentou Mecha Xabungle,Sci-Fi,7.53
2255,Choujuu Kishin Dancougar,Sci-Fi,4.96
2256,Choujuu Kishin Dancougar: Ushinawareta Mono-tachi e no Requiem,Drama,4.83
2257,Taiyou no Kiba Dougram,"Drama, Sci-Fi",6.49
2258,Choro Q Dougram,"Comedy, Sci-Fi",6.06
2259,Dr. Rin ni Kiitemite!,"Comedy, Fantasy, Romance",6.1
2260,Kirameki☆Project,"Comedy, Sci-Fi, Ecchi",8.42
2261,Malice@Doll,"Horror, Sci-Fi",6.87
2262,Sin: The Movie,"Action, Horror, Sci-Fi, Supernatural",5.49
2263,Sonic★the★Hedgehog,"Adventure, Comedy, Sci-Fi",4.21
2264,Jungle Taitei Movie (1997),"Adventure, Fantasy",8.42
2266,Gakuen no Shuryousha,Hentai,6.45
2267,Red Garden: Dead Girls,Mystery,7.26
2269,Kidou Senshi Gundam SEED Special Edition,Sci-Fi,7.22
2272,Mahou no Princess Minky Momo: Yume no Naka no Rondo,,6.65
2273,Shin Kidou Senki Gundam Wing: Endless Waltz Tokubetsu-hen,"Drama, Sci-Fi",6.28
2275,Saishuu Chikan Densha,Hentai,7.33
2276,Shin Saishuu Chikan Densha,Hentai,5.47
2277,Mahou Yuugi 2D,"Adventure, Comedy, Fantasy",6.79
2278,Mahou Yuugi 3D,Comedy,6.22
2279,Nagagutsu wo Haita Neko,"Adventure, Fantasy",5.9
2280,Hare Tokidoki Buta (TV),Comedy,5.15
2281,Jikuu Tantei Genshi-kun,"Adventure, Comedy, Fantasy, Mystery, Sci-Fi",6.82
2282,Tezuka Osamu no Kyuuyaku Seisho Monogatari: In the Beginning,,7.09
2283,Red Baron,"Sci-Fi, Sports",6.07
2284,Transformers: Car Robots,"Adventure, Comedy, Sci-Fi",6.39
2285,D.I.C.E.,"Adventure, Sci-Fi",7.31
2286,Little Nemo,"Adventure, Fantasy",6.52
2287,Kakutou Ryouri Densetsu Bistro Recipe,"Adventure, Comedy, Fantasy, Gourmet",7.81
2288,Akihabara Dennou-gumi,"Adventure, Sci-Fi",6.86
2289,Akihabara Dennou-gumi: 2011-nen no Natsuyasumi,"Adventure, Comedy, Sci-Fi",6.42
2291,Tatakae!! Iczer-1,"Sci-Fi, Ecchi",6.42
2292,Bouken! Iczer 3,"Adventure, Sci-Fi",6.39
2293,Kyoushoku Soukou Guyver,"Action, Horror, Sci-Fi",5.62
2294,Kidou Senshi Gundam SEED Destiny Special Edition,"Drama, Romance, Sci-Fi",7.01
2298,Kidou Senshi Gundam SEED: Hoshi no Hazama de,"Drama, Sci-Fi",6.5
2299,Uchuu no Kishi Tekkaman Blade OVA: Burning Clock,Sci-Fi,6.31
2300,Uchuu no Kishi Tekkaman Blade OVA: Twin Blood,Sci-Fi,6.54
2301,Uchuu no Kishi Tekkaman Blade OVA: Missing Link,Sci-Fi,7.02
2302,Kidou Senshi SD Gundam Mk-I,"Comedy, Sci-Fi",6.55
2303,Kidou Senshi SD Gundam Mk-II,"Comedy, Sci-Fi",6.33
2304,Kidou Senshi SD Gundam Mk-IV,"Comedy, Sci-Fi",7.25
2305,Kidou Senshi SD Gundam Mk-III,"Comedy, Sci-Fi",6.08
2306,Kidou Senshi SD Gundam no Gyakushuu,Comedy,6.56
2307,Lime-iro Senkitan: Nankoku Yume Roman,"Comedy, Ecchi",6.67
2308,Lime-iro Ryuukitan X,"Drama, Supernatural, Ecchi",6.51
2309,"Azusa, Otetsudai Shimasu!","Comedy, Sci-Fi, Sports",6.07
2310,Chou Kidou Densetsu DinaGiga,Sci-Fi,5.82
2311,Shounen Kenya,Adventure,6.26
2312,Daishizen no Majuu: Bagi,"Action, Romance, Sci-Fi",7.28
2313,Muumindani no Suisei,"Adventure, Fantasy, Slice of Life",7.06
2314,Tobe! Kujira no Peek,"Adventure, Drama",6.59
2315,Injuu Alien,"Action, Adventure, Horror, Sci-Fi, Hentai",6.98
2316,Akakichi no Eleven,Sports,6.05
2317,Hen,"Comedy, Girls Love, Ecchi",6.34
2318,Dog Soldier,Action,6.27
2319,Freedom Previsited,"Action, Adventure, Sci-Fi",6.02
2321,Giant Robo the Animation: Chikyuu ga Seishi Suru Hi,"Drama, Sci-Fi",5.94
2322,Giant Robo Gaiden Ginrei,"Comedy, Sci-Fi, Ecchi",6.39
2324,Angel Blade,"Action, Hentai",6.22
2325,Angel Blade Punish!,"Adventure, Sci-Fi, Hentai",5.52
2326,Nankyoku 28 Gou,Hentai,6.19
2327,Kyouhaku: Owaranai Ashita,Hentai,4.97
2328,Kyouhaku II (Second): Mou Hitotsu no Ashita The Animation,Hentai,5.09
2329,Shin Kyouhaku 2 The Animation: Kizu ni Saku Hana Senketsu no Kurenai,Hentai,6.32
2330,Jibaku-kun,"Adventure, Comedy, Fantasy",7.68
2331,Uchuu Densetsu Ulysses 31,"Action, Adventure, Sci-Fi",6.13
2332,Plastic Little,"Adventure, Sci-Fi, Ecchi",5.26
2333,Anime Sanjuushi,"Adventure, Drama, Romance",6.65
2334,Anime Sanjuushi: Aramis no Bouken,"Adventure, Romance",5.25
2335,Kenyuu Densetsu Yaiba,Adventure,3.96
2336,Hikaru no Go: New Year Special,"Comedy, Supernatural",6.48
2337,Tetsujin 28-gou (2004),"Adventure, Drama, Sci-Fi",7.84
2338,Youjuu Kyoushitsu,"Horror, Hentai",6.06
2339,Youjuu Kyoushitsu Gaiden,"Horror, Hentai",6.34
2340,Gedou Gakuen,"Supernatural, Hentai",6.41
2341,Choujin Densetsu Urotsukidouji,"Action, Drama, Fantasy, Hentai",5.49
2342,Shin Choujin Densetsu Urotsukidouji Mataiden,"Fantasy, Horror, Sci-Fi, Hentai",5.82
2343,Choujin Densetsu Urotsukidouji: Mirai-hen,"Fantasy, Horror, Sci-Fi, Hentai",6.06
2344,Choujin Densetsu Urotsukidouji: Inferno Road,"Fantasy, Horror, Sci-Fi, Hentai",6.15
2345,Choujin Densetsu Urotsukidouji 5: Kanketsu-hen,"Fantasy, Horror, Hentai",7.39
2346,Koroshiya 1 The Animation: Episode 0,"Action, Avant Garde, Drama, Horror, Suspense",7.08
2348,Shitai wo Arau The Animation,Hentai,6.14
2349,Bondage Game: Shinsou no Reijou-tachi,"Suspense, Hentai",7.11
2350,Ail Maniax: Inma Seifukugari & Majogari no Yoru ni,Hentai,6.59
2351,Pigeon Blood,Hentai,7.13
2352,Daiakuji: The Xena Buster,Hentai,7.32
2353,Daiakuji: The Xena Buster Specials,Hentai,7.34
2354,Devilman: Tanjou-hen,"Horror, Sci-Fi, Supernatural",5.21
2355,Devilman: Youchou Sirene-hen,"Horror, Sci-Fi, Supernatural",5.19
2356,Amon: Devilman Mokushiroku,"Horror, Supernatural",5.62
2357,Kojin Taxi,Hentai,6.13
2359,Choujin Densetsu Urotsukidouji Movie,"Action, Drama, Hentai",5.73
2360,Choujin Densetsu Urotsukidouji 2,"Fantasy, Horror, Sci-Fi, Hentai",5.73
2361,Sei Juushi Bismarck,"Adventure, Sci-Fi",5.43
2362,Run=Dim,Sci-Fi,5.36
2363,Pokemon Side Stories,"Adventure, Comedy, Fantasy",5.71
2364,Virus: Virus Buster Serge,"Adventure, Sci-Fi",5.45
2365,Grandeek,"Adventure, Fantasy",5.17
2366,Touma Kishinden Oni,Supernatural,5.35
2367,Moetan,,5.39
2368,Ryouki no Ori 2,Hentai,6.66
2369,Rental Magica,"Action, Mystery, Supernatural",6.62
2370,Ryoujoku no Rensa,Hentai,7.15
2371,Hotaruko,Hentai,7.03
2372,Enbo,"Drama, Hentai",6.46
2373,Mugen no Kyoukai,"Fantasy, Supernatural, Hentai",6.16
2374,Shusaku,Hentai,6.16
2375,Shusaku Replay,,5.92
2376,Shusaku Liberty,Hentai,7.23
2377,Kisaku,Hentai,5.07
2378,Kisaku Spirit,Hentai,6.86
2379,Tokubetsu Jugyou,Hentai,5.47
2380,Tokubetsu Jugyou 2,Hentai,5.68
2382,Firestorm,"Adventure, Sci-Fi",Unknown
2383,Cybersix,"Action, Adventure, Romance, Sci-Fi",6.42
2384,Yakusai Kochou,"Comedy, Supernatural, Ecchi",5.76
2385,One Piece: Jango no Dance Carnival,"Comedy, Fantasy",7.06
2386,One Piece: Yume no Soccer Ou!,"Comedy, Fantasy, Sports",6.01
2387,Ai Monogatari: 9 Love Stories,"Drama, Romance",6.06
2388,Tachiguishi Retsuden,"Comedy, Gourmet",7.12
2389,Kagaku Ninja-tai Gatchaman,"Action, Adventure, Sci-Fi",5.58
2390,Hoshi no Kirby,"Action, Adventure, Comedy, Fantasy",5.63
2391,SD Gundam Force,"Adventure, Comedy, Fantasy",5.9
2392,Doraemon Movie 26: Nobita no Kyouryuu 2006,"Adventure, Comedy",5.84
2393,Doraemon Movie 24: Nobita to Fushigi Kaze Tsukai,"Adventure, Comedy, Fantasy",6.44
2394,Ma ga Ochiru Yoru,Hentai,6.19
2395,Kangoku: Injoku no Jikkentou,Hentai,5.42
2396,Milk Junkie: Shimai-hen,Hentai,5.7
2397,Digimon Adventure: Bokura no War Game!,"Adventure, Comedy, Sci-Fi",5.65
2398,Digimon Adventure 02: Diablomon no Gyakushuu,"Adventure, Comedy, Drama, Sci-Fi",7.24
2399,Tottoko Hamtarou OVA 1: Hamtaro no Otanjoubi - Mama wo Tasunete Sanzen Techi Techi,"Adventure, Comedy",5.37
2400,GS Mikami,"Comedy, Supernatural",7.18
2402,Ashita no Joe,"Drama, Sports",7.17
2403,Kodomo no Jikan (TV),"Comedy, Drama, Ecchi",6.61
2404,Zombie-Loan,"Action, Horror, Supernatural",5.51
2405,Hello! Lady Lynn,Drama,6.95
2406,Sazae-san,"Comedy, Slice of Life",6.77
2407,Keroro Gunsou Movie 1,"Comedy, Sci-Fi",5.36
2408,Keroro Gunsou Movie 2: Shinkai no Princess de Arimasu!,"Action, Adventure, Comedy, Drama, Sci-Fi",7.45
2409,Gokudou-kun Manyuuki,"Adventure, Comedy, Fantasy",7.27
2410,Soreyuke Marin-chan,"Sci-Fi, Hentai",6.42
2411,Ane to Boin,Hentai,5.52
2412,Cambrian,Hentai,6.8
2413,Boin,Hentai,7.77
2414,Assemble Insert,"Comedy, Sci-Fi",7.28
2415,Super Fishing Grander Musashi,"Adventure, Sports",6.6
2416,Grander Musashi RV,"Adventure, Sports",7.19
2417,Saigo no Door wo Shimero!,"Boys Love, Comedy, Drama, Erotica",8.28
2418,Stranger: Mukou Hadan,"Action, Adventure",6.82
2419,Spirit of Wonder: China-san no Yuuutsu,"Romance, Sci-Fi",6.89
2420,Spirit of Wonder: Shounen Kagaku Club,"Drama, Sci-Fi",7.57
2421,Super Kuma-san,"Comedy, Fantasy",6.09
2422,Kenritsu Chikyuu Boueigun,"Action, Adventure, Comedy, Sci-Fi",7.27
2423,Grey: Digital Target,"Action, Drama, Sci-Fi",7.31
2424,"Suteki desu wa, Sakura-chan! Tomoyo no Cardcaptor Sakura Katsuyaku Video Nikki!",Comedy,7.47
2427,Unico,"Adventure, Fantasy",6.62
2428,Tanpen Unico: Kuroi Kumo to Shiroi Hane,"Adventure, Fantasy",6.69
2429,Unico: Mahou no Shima e,"Adventure, Fantasy",5.78
2430,Gekka Bijin,Hentai,6.61
2431,Nikuyoku Gangu Takuhainin,Hentai,6.12
2432,Discipline,Hentai,6.87
2433,Lingeries,Hentai,7.04
2434,Kijoku: Princess Double Kari,Hentai,6.59
2435,Choubatsu Yobikou,Hentai,8.31
2436,Angelium,Hentai,6.48
2437,Elfina: Yoru e to Urareta Oukoku de... The Animation,"Fantasy, Hentai",6.6
2438,Hitozuma♪Kasumi-san,Hentai,6.13
2439,Hooligan,Hentai,6.15
2440,Suki da yo!,Hentai,6.19
2441,Koihime,"Fantasy, Supernatural, Hentai",7.48
2442,Zoku Koihime,"Fantasy, Supernatural, Hentai",7.13
2443,Kara no Naka no Kotori,Hentai,6.27
2444,Maids in Dream,Hentai,7
2445,Maple Colors,Hentai,6.11
2446,Nikuyome: Takayanagi Ke no Hitobito,Hentai,6.24
2447,Chibo,Hentai,6.87
2448,Koukaku Kidoutai: Stand Alone Complex 2nd GIG - Individual Eleven,Sci-Fi,6.98
2449,Koukaku Kidoutai: Stand Alone Complex - The Laughing Man,"Mystery, Sci-Fi, Suspense",5.94
2450,Crayon Shin-chan Movie 09: Arashi wo Yobu Mouretsu! Otona Teikoku no Gyakushuu,"Comedy, Sci-Fi",5.98
2451,Space Cobra,"Action, Adventure, Sci-Fi",5.91
2452,Space Adventure Cobra,"Action, Adventure, Sci-Fi",6.04
2453,Dennou Sentai Voogie's★Angel,"Drama, Sci-Fi",6.78
2454,Kimagure Orange☆Road: Ano Hi ni Kaeritai,"Comedy, Drama, Romance",5.71
2455,Prayers,Sci-Fi,5.92
2456,Mori no Densetsu,"Adventure, Award Winning, Drama, Fantasy",6.61
2457,Majokko Tsukune-chan,Comedy,6.47
2458,Kimagure Orange☆Road OVA,"Comedy, Drama, Romance",5.58
2459,Maison Ikkoku: Bangai-hen - Ikkokujima Nanpa Shimatsuki,"Comedy, Drama, Romance",5.72
2460,Maison Ikkoku: Kanketsu-hen,"Comedy, Drama, Romance",6.3
2461,Metal Skin Panic MADOX-01,Sci-Fi,7
2462,Toushinden,Action,6
2463,Shounan Bakusouzoku,"Action, Comedy",8.02
2464,Yoshinaga-san Chi no Gargoyle Specials,"Adventure, Comedy, Fantasy",8.1
2465,Idol Bouei-tai Hummingbird,Comedy,7.72
2466,Scramble Wars: Tsuppashire! Genom Trophy Rally,Comedy,7.71
2467,3 Choume no Tama: Uchi no Tama Shirimasen ka?,Adventure,7.11
2468,Nineteen,"Drama, Romance",5.53
2469,Ogenki Clinic,"Comedy, Hentai",7.65
2470,Uchuu Kaizoku Captain Herlock: Arcadia-gou no Nazo,"Action, Adventure, Drama, Sci-Fi",5.52
2471,Doraemon (1979),"Adventure, Comedy, Fantasy, Sci-Fi",6.42
2472,Naruto: Shippuuden Movie 1,"Action, Adventure, Fantasy",6.64
2473,Ginga Ojousama Densetsu Yuna: Kanashimi no Siren,"Adventure, Comedy, Sci-Fi",7.44
2474,Ginga Ojousama Densetsu Yuna: Shinen no Fairy,"Adventure, Comedy, Sci-Fi",6.94
2475,6 Angels,"Action, Sci-Fi",7.23
2476,School Days,"Drama, Romance",5.96
2479,Dragon Knight,"Action, Fantasy, Hentai",5.33
2480,Dragon Knight Gaiden,"Action, Fantasy, Hentai",6.65
2482,Good Morning Althea,Sci-Fi,6.37
2483,Kaitouranma The Animation,"Action, Adventure",5.81
2484,Gear Fighter Dendoh,"Adventure, Sci-Fi",6.17
2485,Doku Tenshi no Shippo,"Comedy, Fantasy, Romance",6.61
2486,Takahashi Rumiko Gekijou,"Comedy, Drama, Romance, Supernatural",6.08
2487,Kyouryuu Boukenki Jura Tripper,"Adventure, Drama, Fantasy, Sci-Fi",5.87
2488,Mei to Koneko Bus,"Adventure, Fantasy",6.96
2489,Onegai My Melody,"Comedy, Fantasy",7.7
2490,One Piece: Mezase! Kaizoku Yakyuu Ou,"Comedy, Fantasy, Sports",7.29
2491,Touch: Sebangou no Nai Ace,"Drama, Romance, Sports",6.03
2492,Touch 2: Sayonara no Okurimono,"Drama, Romance, Sports",6.16
2493,Touch 3: Kimi ga Toorisugita Ato ni - Don't Pass Me By,"Drama, Sports",4.42
2494,Goshuushou-sama Ninomiya-kun,"Comedy, Fantasy, Ecchi",5.68
2495,Chance Triangle Session,"Drama, Slice of Life",5.41
2497,Shin Cutie Honey,"Adventure, Comedy, Sci-Fi, Ecchi",5.04
2498,Slam Dunk: Shouhoku Saidai no Kiki! Moero Sakuragi Hanamichi,Sports,5.55
2499,Slam Dunk: Hoero Basketman-damashii! Hanamichi to Rukawa no Atsuki Natsu,Sports,5.99
2500,The Cockpit,,7.19
2501,Papuwa,"Adventure, Comedy",6.37
2503,Nangoku Shounen Papuwa-kun,"Adventure, Comedy",7.19
2505,Ringetsu The Animation,Hentai,6.66
2506,Imouto,Hentai,7.31
2507,Tsuma Tsuma,Hentai,7.09
2508,Genshiken 2,Slice of Life,7.05
2510,Sengoku Majin Goushougun,Sci-Fi,6.78
2511,Sengoku Majin Goushougun: Toki no Etranger,"Action, Sci-Fi",6.69
2512,Meitantei Conan OVA 02: 16-nin no Yougisha!?,"Adventure, Comedy, Mystery",6.71
2516,Uchuu no Senshi,Sci-Fi,6.72
2517,Eikoku Koi Monogatari Emma: Intermission,"Drama, Romance",6.53
2518,Masuda Kousuke Gekijou: Gag Manga Biyori 2,Comedy,6.63
2520,Dragon Ball Specials,"Comedy, Fantasy",7.58
2521,Haja Kyosei G Dangaiou,Sci-Fi,7.68
2522,Rakushou! Hyper Doll,"Adventure, Comedy, Sci-Fi",7.22
2523,Izumo: Takeki Tsurugi no Senki,"Adventure, Drama, Fantasy, Romance",6.6
2524,Jungle de Ikou!,"Action, Adventure, Comedy, Ecchi",6.19
2525,Kekkou Kamen,"Comedy, Ecchi",6.69
2526,Kirara,"Comedy, Romance, Supernatural, Ecchi",6.02
2527,Kotetsu no Daibouken,"Action, Comedy, Fantasy, Romance, Sci-Fi, Ecchi",6.36
2528,Megami Paradise,"Adventure, Fantasy, Ecchi",7.77
2529,Princess Minerva,"Adventure, Comedy, Fantasy",6.6
2530,G-Taste,"Girls Love, Hentai",6.69
2531,Gibomai,Hentai,7.33
2532,Onna Kyoushi Yumi no Houkago,Hentai,7.2
2533,D+vine Luv,Hentai,7.52
2534,Angelique,"Drama, Fantasy, Romance, Sci-Fi",7.26
2535,Angelique: Seichi yori Ai wo Komete,"Adventure, Comedy, Drama, Fantasy, Romance, Sci-Fi",6.2
2536,Angelique: Shiroi Tsubasa no Memoire,"Drama, Fantasy, Romance, Sci-Fi",7.07
2537,Angelique: Twin Collection,"Fantasy, Sci-Fi",7.22
2538,With You: Mitsumeteitai,"Drama, Fantasy, Mystery, Romance",6.73
2539,Itazura The Animation,Hentai,5.42
2540,Tonari no Oneesan,"Comedy, Hentai",5.73
2541,Dokusen,Hentai,6.24
2542,Lady Georgie,"Drama, Romance",5.41
2543,Robin Hood no Daibouken,"Adventure, Romance",5.72
2544,Kazoku Robinson Hyouryuuki: Fushigi na Shima no Flone,"Adventure, Drama, Slice of Life",6.15
2545,Huckleberry no Bouken,"Adventure, Drama",5.82
2546,Alps Monogatari: Watashi no Annette,Drama,5.47
2547,Princess Sara,Drama,5.54
2548,Ai no Wakakusa Monogatari,Drama,5.87
2549,Perrine Monogatari,Drama,6.62
2550,Onboro Film,Comedy,5.85
2551,Nessa no Wakusei,"Sci-Fi, Hentai",6.34
2552,Tetsuko no Tabi,"Comedy, Slice of Life",6.37
2553,Flanders no Inu,"Drama, Slice of Life",6.26
2554,Ai Shoujo Pollyanna Story,"Drama, Slice of Life",5.96
2555,Shoukoushi Cedie,,6.14
2556,Jungle Taitei (1989),"Adventure, Drama",5.48
2557,Trapp Ikka Monogatari,"Drama, Romance",6.64
2558,Wakakusa Monogatari: Nan to Jo-sensei,"Drama, Slice of Life",5.82
2559,Romeo no Aoi Sora,"Adventure, Drama",5.45
2560,Terra e...,"Action, Drama, Sci-Fi",7.16
2561,Captain Future,"Action, Adventure, Sci-Fi",7.12
2562,Shion no Ou,"Drama, Mystery, Suspense",7.27
2563,Aria the OVA: Arietta,"Sci-Fi, Slice of Life",6.22
2564,Code-E,"Comedy, Romance, Sci-Fi",6.7
2565,Jungle Taitei: Susume Leo!,Adventure,7.68
2566,Uchuujin Tanaka Tarou,Comedy,7.43
2567,Pinocchio yori Piccolino no Bouken,Adventure,7.52
2568,Kojika Monogatari,Drama,6.4
2569,Jungle Book Shounen Mowgli,"Adventure, Drama",5.19
2570,Ochame na Futago: Claire Gakuin Monogatari,,6.32
2571,Mitsubachi Maya no Bouken,"Adventure, Comedy",7.38
2572,Fushigi no Kuni no Alice,"Adventure, Fantasy",6.96
2573,Minami no Niji no Lucy,"Adventure, Slice of Life",7.36
2574,Kashi no Ki Mokku,"Adventure, Fantasy",6.71
2575,Don Chuck Monogatari,"Adventure, Slice of Life",7.63
2576,Araiguma Rascal,Slice of Life,7.58
2577,Tom Sawyer no Bouken,"Adventure, Drama",8.35
2578,TaoTao Ehonkan Sekai Doubutsu Banashi,"Adventure, Comedy, Fantasy",6.46
2579,Anime 80-nichikan Sekai Isshuu,"Adventure, Romance",7.06
2580,Tsukuyomi: Moon Phase Special,"Avant Garde, Comedy, Slice of Life",7.56
2581,Kidou Senshi Gundam 00,"Drama, Sci-Fi",8.02
2582,Soukou Kihei Votoms,"Drama, Sci-Fi",6.44
2583,Soukou Kihei Votoms: The Last Red Shoulder,"Drama, Sci-Fi",6.49
2584,Soukou Kihei Votoms: Big Battle,"Drama, Sci-Fi",6.11
2585,Soukou Kihei Votoms: Red Shoulder Document - Yabou no Roots,"Drama, Sci-Fi",6.26
2586,Soukou Kihei Votoms: Kakuyaku taru Itan,"Drama, Sci-Fi",6.39
2588,Sinkan,Hentai,6.94
2589,Black Cat: Toozakaru Neko,"Action, Adventure, Comedy, Sci-Fi",7.05
2590,Genmukan,Hentai,6.44
2591,Samurai Spirits: Haten Gouma no Shou,Adventure,6.49
2592,Kimera,"Action, Boys Love, Horror, Sci-Fi, Supernatural",6.89
2593,Kara no Kyoukai Movie 1: Fukan Fuukei,"Action, Fantasy, Mystery, Suspense",5.9
2594,Piano no Mori,Drama,5.84
2595,D.C.II: Da Capo II,"Drama, Romance, Ecchi",6.69
2596,Shinreigari,"Mystery, Supernatural, Suspense",7.17
2597,Meitantei Conan OVA 07: Agasa kara no Chousenjou! Agasa vs Conan & Shounen Tanteidan,"Adventure, Comedy, Mystery",6.79
2598,Juusenki L-Gaim,"Adventure, Drama, Sci-Fi",6.83
2599,Juusenki L-Gaim I: Pentagona Window + Lady Gavlet,"Adventure, Drama, Sci-Fi",6.65
2600,Juusenki L-Gaim II: Farewell My Lovely + Pentagona Dolls,"Adventure, Drama, Sci-Fi",8.14
2601,Juusenki L-Gaim III: Full Metal Soldier,Sci-Fi,7.73
2602,Kenkou Zenrakei Suiei-bu Umishou,"Comedy, Sports, Ecchi",7.16
2603,Mushi-Uta,"Action, Fantasy, Sci-Fi",6.74
2604,Sky Girls,Sci-Fi,7.29
2605,Sayonara Zetsubou Sensei,Comedy,6.96
2606,Digimon Savers the Movie: Kyuukyoku Power! Burst Mode Hatsudou!!,"Action, Adventure, Comedy, Fantasy",5.75
2607,Birth,"Action, Adventure, Comedy, Sci-Fi",7.13
2608,Wangan Midnight,Action,6.36
2609,Kakyuusei (TV),"Drama, Romance",5.41
2610,Kakyuusei,,5.14
2611,Panda Kopanda,Comedy,7.64
2612,Spoon Obasan,,7.67
2613,Mirai Shounen Conan 2: Taiga Daibouken,"Adventure, Drama, Sci-Fi",6.91
2614,Mirai Shounen Conan: Kyodaiki Gigant no Fukkatsu,"Adventure, Drama, Sci-Fi",7.46
2615,Otome wa Boku ni Koishiteru Special,"Comedy, Romance",7.27
2617,Ghiblies,Comedy,6.7
2618,Takarajima,"Adventure, Drama, Mystery",5.73
2619,Spider Riders: Oracle no Yuusha-tachi,Adventure,5.82
2620,Spider Riders: Yomigaeru Taiyou,Adventure,6.34
2621,Natsu e no Tobira,"Boys Love, Drama",7.15
2622,Big Wars: Kami Utsu Akaki Kouya ni,"Action, Sci-Fi",6.65
2623,Flanders no Inu (Movie),Drama,7.02
2624,"Flanders no Inu, Boku no Patrasche",Drama,7.9
2625,The☆Doraemons: Kaitou Dorapin Nazo no Chousenjou!,"Comedy, Fantasy, Sci-Fi",6.57
2626,The☆Doraemons: Mushimushi Pyonpyon Daisakusen!,Fantasy,6.01
2628,The☆Doraemons: Okashina Okashi na Okashinana?,Fantasy,7.46
2629,Doraemon and Itchy the Stray,"Comedy, Sci-Fi",6.23
2630,Doraemon Meets Hattori the Ninja,"Comedy, Sci-Fi",5.63
2631,The☆Doraemons: Goal! Goal! Goal!!,"Comedy, Fantasy, Sci-Fi, Sports",6.76
2633,The☆Doraemons: Dokidoki Kikansha Daibakusou!,"Adventure, Comedy, Fantasy, Sci-Fi",6.64
2634,Doraemon: Kaette Kita Doraemon,"Comedy, Fantasy, Sci-Fi",6.52
2636,Dorami-chan: Arara Shounen Sanzokudan,Fantasy,6.6
2639,Dorami-chan: Hello Kyouryuu Kids!!,Fantasy,6.66
2642,Dorami-chan: Aoi Straw Hat,Fantasy,5.82
2645,Dorami & Doraemons: Space Land Kiki Ippatsu!,"Adventure, Comedy, Fantasy, Sci-Fi",6.43
2646,Dorami & Doraemons: Robot Gakkou Nanafushigi!?,Fantasy,7.93
2647,Dorami-chan: Mini-Dora SOS!!!,Fantasy,6.6
2648,Doraemon: 2112-nen Doraemon Tanjou,"Comedy, Fantasy",6.71
2649,Doraemon: Obaachan no Omoide,"Award Winning, Comedy, Fantasy, Sci-Fi",6.08
2650,"Doraemon Movie: Boku, Momotarou no Nanna no Sa","Adventure, Fantasy, Sci-Fi",5.48
2651,Doraemon: Kaette Kita Doraemon (Movie),"Comedy, Fantasy",7.86
2652,Doraemon: The Day When I Was Born,"Comedy, Fantasy, Sci-Fi",7.06
2653,Doraemon: Ganbare! Gian!!,"Adventure, Comedy, Fantasy",6.71
2654,Doraemon Movie 22: Nobita to Tsubasa no Yuusha-tachi,"Adventure, Fantasy",6.27
2655,Doraemon Movie 23: Nobita to Robot Kingdom,"Adventure, Comedy, Fantasy",6.49
2656,Doraemon Movie 25: Nobita no Wan Nyan Jikuuden,"Adventure, Comedy, Sci-Fi",6.29
2657,Doraemon Movie 08: Nobita to Ryuu no Kishi,"Adventure, Comedy, Fantasy",6.35
2658,Doraemon Movie 09: Nobita no Parallel Saiyuuki,"Adventure, Fantasy, Sci-Fi",6.87
2659,Doraemon Movie 14: Nobita to Buriki no Labyrinth,Fantasy,6.19
2660,Doraemon: Nobita's the Night Before a Wedding,Fantasy,6.41
2661,Doraemon Movie 13: Nobita to Kumo no Oukoku,"Adventure, Comedy",6.28
2662,Doraemon Movie 02: Nobita no Uchuu Kaitakushi,"Adventure, Comedy, Fantasy",6.97
2664,Doraemon Movie 19: Nobita no Nankai Daibouken,"Adventure, Award Winning, Comedy, Fantasy, Sci-Fi",6.08
2665,Doraemon Movie 07: Nobita to Tetsujin Heidan,"Adventure, Comedy, Fantasy",Unknown
2666,Doraemon Movie 10: Nobita no Nippon Tanjou,"Adventure, Comedy, Fantasy",6.19
2667,Doraemon Movie 04: Nobita no Kaitei Kiganjou,Fantasy,6.19
2668,Doraemon Movie 20: Nobita no Uchuu Hyouryuuki,"Adventure, Comedy, Fantasy, Sci-Fi",Unknown
2669,Doraemon Movie 06: Nobita no Little Star Wars,"Fantasy, Sci-Fi",6.16
2670,Doraemon Movie 12: Nobita no Dorabian Nights,"Adventure, Comedy, Fantasy",6.54
2671,Doraemon Movie 03: Nobita no Daimakyou,Adventure,Unknown
2672,Doraemon Movie 05: Nobita no Makai Daibouken,Fantasy,6.2
2673,Doraemon Movie 27: Nobita no Shin Makai Daibouken - 7-nin no Mahoutsukai,"Adventure, Comedy, Fantasy",6.5
2674,Doraemon Movie 16: Nobita no Sousei Nikki,"Adventure, Comedy, Fantasy, Sci-Fi",6.66
2675,Doraemon Movie 17: Nobita to Ginga Express,Fantasy,6.39
2676,Doraemon Movie 15: Nobita to Mugen Sankenshi,"Adventure, Fantasy, Sci-Fi",7.18
2677,Doraemon Movie 11: Nobita to Animal Planet,"Adventure, Comedy, Fantasy, Sci-Fi",7.25
2678,Doraemon Movie 18: Nobita no Nejimaki City Boukenki,"Adventure, Fantasy",6.47
2679,Teki wa Kaizoku: Neko-tachi no Kyouen,"Comedy, Sci-Fi",6.9
